(141.9630607868728, 64.66674315584865)
(-148.69338843304365, 66.55285476874508)
(77.70378912525916, 54.98086669257458)
(62.632434023701876, 60.43652594259879)
(-72.94732866428062, 10.24465551436937)
(124.73036906304287, 48.75975364128621)
(-71.16355276286373, 50.961275307104984)
(18.532356519659942, 0.9083540240792587)
(127.82999439121824, 66.99698209894711)
(135.4598734595354, -15.873756908469133)
(-63.2303563330091, -22.79684857518518)
(131.82886711397464, 61.06353126338655)
(32.82063636694684, -21.573507208576714)
(159.74494796490427, 66.35595629139655)
(101.56407141483345, 30.599819917742025)
(-152.58706975639248, 62.316513872293314)
(81.28072114995604, 19.458895556389763)
(117.6061452651677, 32.59846835335378)
(20.33440499045588, 69.70937535450338)
(144.925561143655, -17.609457556474524)
(86.03840195753321, 51.87712185733423)
(-93.90339801099468, 75.14210394736833)
(27.804321912521686, -14.180483391070837)
(-101.7474063074846, 22.102435640640252)
(85.72500993600437, 34.34925363926166)
(-56.197421889512896, 76.07365017790829)
(-35.858717915411745, 67.95080966256094)
(-106.4696581641486, 65.56969933991931)
(63.79240099978807, 59.24903756964534)
(-106.65164334455424, 53.52719754582196)
(80.70655903482714, 21.399652696417377)
(-48.93083511103569, -19.191053651356356)
(61.020875840700484, 36.51883809960451)
(118.82045790455533, 56.94594248982767)
(17.073667031408178, 29.290436638758834)
(-64.88790213737059, -29.56420491864789)
(-81.21396279580743, 77.46172369412784)
(31.12202144944783, -21.327052420645373)
(-4.480856414298728, 54.89370284482271)
(-117.54141280506482, 51.97160588968268)
(21.379728997085948, 3.1950336138328055)
(127.17808706513176, 62.06235602068341)
(140.6229072753971, -35.58440466805319)
(-100.47096856798179, 39.6206586660399)
(-94.56169934991456, 18.233329708332533)
(46.90010785832524, 64.59117829115095)
(-107.8676332366599, 69.17765997559209)
(117.81158755644782, -24.02965954849195)
(123.38886511922499, -27.09260236401058)
(17.31008923952382, 11.034831237888227)
(41.3578626164786, 20.454363737820344)
(135.540365136375, 48.449960538029615)
(43.6357329123048, 24.77918925860979)
(125.56698154301733, 46.841556492654604)
(-104.50524157106616, 69.7284381586191)
(59.70537225936198, 30.541379036423024)
(144.44668915219592, -4.5237424403619855)
(-59.48319995188844, -15.760541677792872)
(79.79534140817935, 71.89390929317071)
(-53.13208001522244, 2.2319194124355874)
(-38.40799053200976, 79.70065792651653)
(70.2040720263295, 25.994877040866413)
(141.75610424687068, -34.08388002368795)
(57.73733878458154, 64.69104063559277)
(103.612187336977, 77.1248323570303)
(-123.1405926564376, 74.22204343113486)
(10.457349629682938, 18.75476344616463)
(96.49540520082138, 21.37217152661995)
(-93.50774648217899, 64.55274856091941)
(45.45760993578952, 3.365843586280647)
(143.20511759627186, -35.72314722238336)
(-15.624296483911166, 17.54240721337709)
(124.22807722093148, -22.455690250172964)
(17.513644722582626, -11.096264525560485)
(34.281450937823166, -17.994729111763746)
(-72.52598795309156, 56.14405670098054)
(10.621232644287602, 21.83643544617908)
(77.93792615654945, 56.377508826715626)
(130.6120092612423, 33.48712948721706)
(30.596080755248295, 30.4182649171954)
(-57.262253918721086, 52.66018963240046)
(-119.26533534616959, 35.44195729570933)
(83.47086766037069, 36.82268726583652)
(85.5494496487483, 30.437720075508622)
(22.080155758820524, -29.761922753019483)
(17.06827345136287, 53.840924105177066)
(34.5212991321423, 19.1778638208702)
(51.594707805585045, 54.19649537016005)
(-60.16412781809876, 79.93694163237242)
(78.77426344082426, 55.47370264865785)
(128.5764395664745, 61.455426230628944)
(144.24224266733847, 61.09853837754085)
(125.50292214950855, 70.39734709282862)
(37.732739003084504, 30.28397107540667)
(96.8079286704048, 39.6175108605282)
(32.12504481000488, 17.574153009614776)
(-159.2841066209836, 67.00227195682689)
(-78.79996108344415, -8.781701473103297)
(-112.17957784555878, 43.946001146558984)
(16.492766372729534, -14.089629337809527)
(142.1668361864625, 62.4733924606424)
(-58.82490465946805, -26.692076091529998)
(34.219422853039504, 0.7746998216416472)
(-106.01652625746122, 60.33012772145932)
(-0.022943105570220723, 47.36258692217774)
(139.60004688569097, -32.33293457157425)
(17.745989021180947, 8.012401802062115)
(117.78522484159771, 61.030727240107126)
(6.664657448450612, 62.4729152537129)
(-114.35782092821466, 75.58564662075284)
(64.11880893909941, 33.14000531745576)
(-46.992951444875985, 71.81694876200365)
(15.750874810326366, 67.41419450114896)
(-140.8107579049492, 64.20807136997703)
(-96.50054438368579, 65.98955252182071)
(98.10527110781504, 68.56442274652747)
(143.12965368854088, -36.03721098537906)
(40.12486865499881, 43.53593396271208)
(-77.21825909781987, -8.382018312016925)
(-66.9445864800456, 55.583300239302844)
(106.99462695918055, 26.69657272632797)
(58.685485571671876, 42.70498387433011)
(95.04334078005047, 32.819640111003835)
(113.5253020683055, 53.18545950367266)
(-98.94180319553973, 23.73099000695548)
(37.79187241229451, -1.3388370166628505)
(50.0428978608476, 24.549072047121044)
(-19.17942468542452, 65.57638714156155)
(133.79767239508823, 34.801546380417975)
(23.554878924782912, -15.332042991191145)
(-1.717725576200138, 26.37987809175432)
(29.936740756507362, 61.59967162605295)
(86.67979812445003, 65.70985054082988)
(-70.4368739594712, 0.4563391179140126)
(119.13910634560563, 62.413323392286)
(-130.6815782744369, 63.982102461598345)
(148.23001258491854, 61.66962327658257)
(94.50490738985599, 42.103669466662666)
(169.82458650509784, 67.78491224962883)
(101.58425750780037, 71.15648576277428)
(82.4975962126623, 57.89498683620431)
(1.138007366083798, 42.640322137759426)
(-135.79971003839069, 67.72981173936873)
(32.17516722242726, 63.60923945540773)
(-37.980758218044485, 80.4674950031999)
(14.938188019653637, 12.718955724656865)
(117.95990807959004, 31.998779314316437)
(-68.49844207162701, 4.143211914743162)
(20.115755138610638, 54.91231649529189)
(-68.74546120921202, 68.3506115435581)
(-122.61172102807845, 64.25086618293997)
(27.459622938396706, -4.174462636965984)
(61.851430992119106, 48.786118384219776)
(-108.21294967919333, 61.6813918770558)
(-103.24176153127058, 61.99955989502902)
(73.0140880105541, 66.28977484252516)
(-43.67133873526544, -11.530964855065136)
(129.2446540706722, -17.216938953944606)
(-36.701240736519054, -9.54188728044032)
(122.97720481322995, 55.72375279871841)
(88.32804111159186, 35.418333635351146)
(81.3770931416633, 36.32148615001222)
(4.57734058456407, 6.061937754274112)
(-39.59743226020649, 77.64076140359168)
(-66.85010420223801, -5.854797723913194)
(76.49060814521869, 26.309278993044202)
(72.87420402085453, 49.8708205429827)
(28.935178486353237, -8.780441496580565)
(72.44955397202753, 30.104134987921256)
(-108.27332787971011, 40.66271787292442)
(60.90732015479486, 69.22059271314737)
(65.63083228134593, 45.206679075665164)
(49.77778516721784, 67.08071957570331)
(145.1243839006392, -18.89640008460738)
(-100.32063474792484, 20.955610510687094)
(113.11578129091532, 69.63358695934247)
(11.822671225458578, 7.199914149318602)
(22.074809060096015, 18.062272947784194)
(-66.55008601849262, -16.325331268392006)
(-68.5082121582668, -17.250681603872863)
(-87.98216514930895, 40.911491013455475)
(-75.6713447945267, 61.69745382295184)
(42.58899332427774, 2.220149749964463)
(97.88160834828136, 22.590396169180053)
(44.4300150082737, 62.96582910307936)
(110.8561585206354, 1.0545726087509024)
(119.47577867970256, 51.6339400941508)
(117.15015308628739, 55.542342697290394)
(-99.22746774117593, 18.27267749239593)
(-84.11102417535128, 40.250446128349466)
(-63.67958589782532, -23.844193103362315)
(147.93542277706467, -22.134329263493754)
(174.68456032962308, 66.17514337423637)
(64.01876484308647, 47.13692523903629)
(27.18439885550123, 7.391803942814818)
(-146.84578174641726, 64.49359539011076)
(20.971057486532203, 15.89095377474436)
(-5.064032302858436, 25.18665950101473)
(41.14144913635505, 37.3654947035417)
(-100.24743284621377, 33.310495085441374)
(117.35944611771549, 46.889579221427)
(-77.85131913911113, -6.076417487466912)
(-109.657487774626, 53.68110048186807)
(165.9717924029835, 67.60196542693717)
(91.62501105332012, 38.80821182083696)
(-1.7016317289143217, 6.437568780238138)
(47.51313987826941, 55.423879944952006)
(-93.83366945001252, 43.67592586253667)
(41.51998889626776, 8.509381047345485)
(54.40568243294149, 36.342179537073676)
(118.86898285835895, 72.60758272351302)
(-27.48406893524563, 82.35301924362255)
(44.411844904698256, 34.45772670397223)
(61.8880857837317, 62.73375172711647)
(71.29688337102405, 68.430452954482)
(8.609605046933211, 47.85211696085918)
(68.16894514332267, 40.34128356034273)
(53.93916649700907, 37.38038076823756)
(79.52022363605158, 28.146915657732308)
(22.27620083792442, -19.796641540327755)
(20.028342036873937, 9.061849707428053)
(121.82802125893238, 42.77212506448703)
(76.40337938098475, 9.707090820068444)
(-68.75069175077877, -38.96276531693714)
(14.92592142535247, 29.41623486130632)
(-101.52269594595708, 54.72605855317184)
(-26.75018786814718, 76.25791247316653)
(-55.83854154292189, -32.247948025038475)
(154.04714832950822, 66.19683867759673)
(114.31205371818191, 59.496686458614676)
(139.29498841893553, 35.7217999211186)
(134.03680770172497, 59.28644711196671)
(35.62704600801726, 68.52840647545548)
(-72.77002443623547, 51.11182280414482)
(51.874712842858855, 20.85495137789468)
(-90.32740912577152, 80.52182460410117)
(-51.359777893337025, 78.99294067482387)
(-81.07371234241289, 43.700849980023975)
(21.925031337141405, 17.127652885318255)
(-1.60694707422536, 47.185084353487184)
(-46.652685841006644, -23.492261753928375)
(-57.9409176163101, -3.2158006286788066)
(-72.43120690093599, 45.20015073027554)
(116.88846716640808, 44.98313188701587)
(43.189143714625885, 39.21512610518184)
(134.09326213935537, -25.173839146080525)
(133.06515884845123, 71.09486246008603)
(-79.12301037107541, 71.03281967515642)
(133.33561777023436, 62.190458709935825)
(-70.59004919938107, -1.7105528033698647)
(126.35615734071291, -20.326174516809374)
(-31.591098104607568, 80.1840311963478)
(-121.26892091390378, 46.41688106645233)
(122.01660388662157, 71.73826980315823)
(93.73952509450089, 48.01125118999869)
(36.71311975787239, 60.54014289188524)
(-107.54894293383458, 67.64737213239297)
(-77.19326049225464, 71.49249386284035)
(-77.72617699594387, 41.37901201654958)
(18.7952400096934, -31.22293065707865)
(-60.99402541288718, -17.405016501742494)
(37.94088377579274, 66.88779265320719)
(21.667613281256962, -27.122662597041078)
(-124.65868865117795, 60.30966169077959)
(46.38097786285738, 32.89629417668823)
(121.25699882064663, 36.98165606950472)
(-81.30252144623265, 82.90463323582088)
(26.09101191358363, 44.369312290858915)
(-72.30860191182015, -7.286004525768163)
(-53.43418833912915, -17.184301472980565)
(-71.6488551413819, -14.599756918513904)
(28.693577827120265, -27.174541448809634)
(131.4662737600126, 59.59347632867767)
(26.50224181342989, 67.03179064860916)
(97.12440429881337, 18.923940830326657)
(95.50846506023822, 72.49776518796983)
(122.5808673756265, 53.967160412236154)
(-111.2640106029228, 39.06746224625425)
(2.996466257066629, 13.457562105347833)
(21.452803511737756, -24.578432104327504)
(-102.97609550134834, 68.98786550884012)
(20.639677962012655, -26.59793984862499)
(25.174950054736684, -31.228382509124856)
(18.934154581618174, 17.413510908622996)
(123.87562324218658, 60.30022512215584)
(149.71615022722995, -28.344610759035625)
(-58.88489430346, 76.29896341180486)
(31.130598797523362, 52.50585793379952)
(86.55114959987583, 51.365601617342065)
(-48.40235276860756, -19.824684628523983)
(94.36586709287536, 71.34175952598434)
(66.66406944216862, 52.14055300738062)
(-36.32631690498977, 83.49938860025185)
(-135.1342955029157, 66.06566164848951)
(-6.234920528904297, 8.161131958134249)
(103.61901126131391, 48.27720443443323)
(45.76373687806594, 58.29904432056918)
(27.31795947485864, 61.72550040090616)
(160.91069338380498, 54.93741066431534)
(107.8987271784734, 49.60872672171686)
(22.888908063011257, 14.989938713675784)
(-42.265897290328496, 69.21928755335199)
(-153.6646615113221, 61.3104021154343)
(47.2637294467261, 8.995712106930611)
(-72.70687553842708, -3.1771711297148926)
(6.39606776862081, 23.046721378876114)
(-33.36791544840864, 81.51537234024661)
(32.62745324555601, 58.36155944927356)
(31.865303281758315, -13.220877808168936)
(21.8481506616765, -23.55783431502907)
(13.767012491660438, 46.07280727166784)
(82.35846499669503, 53.60054486379508)
(67.7833103236319, 54.227208244046096)
(-106.48504750436413, 71.43389123765033)
(43.93725541809823, 57.5291291657129)
(59.57119213882751, 66.07510230271237)
(90.38131358371129, 55.20187162411949)
(117.45881320961325, 47.858245568804705)
(82.0186522875664, 30.397435607601352)
(94.5066108765509, 62.71302335139558)
(-69.08790850245339, -15.48558068115554)
(30.761147539444437, 51.32769398042936)
(-72.52617038133116, -43.1006274916293)
(-79.13122375084096, 42.7432652550001)
(71.40493503214907, 68.85232208516578)
(-118.99876199323847, 52.290861132866496)
(-56.90167517432424, 49.65699474405173)
(28.254610776066556, 16.796942654321)
(63.69504164486028, 57.10879970311851)
(147.76472622182047, 66.06102879542229)
(35.35880303219815, 23.409224314766618)
(-94.48740614990209, 47.07852307397076)
(-69.19839675531517, -29.509188731103443)
(-65.77699748249793, 47.41017120673371)
(83.63751288560866, 33.47828133473894)
(-98.13856638170066, 16.666896535579866)
(-9.096133663752255, 8.085982612417908)
(112.4854320955049, 56.61350578215581)
(-126.33402365690682, 56.14006058365888)
(-141.59885697684723, 61.11540430007531)
(36.65310268183478, 37.262742928259044)
(18.402312473540405, 53.97006739448656)
(-119.22675159140341, 35.33526379997987)
(-88.22145460939427, 55.473332510901685)
(98.64477933296234, 32.34987135490708)
(-59.869502456777994, 81.712591096403)
(-4.63248378953196, 56.76761622349852)
(80.6384975872927, 49.512303938868286)
(6.259086504349568, 24.002008963647995)
(85.37802985699216, 42.94338296167206)
(-90.22987946198506, 50.41609601148335)
(-154.11557020787924, 59.08721952066196)
(68.45851323463404, 61.48704182245001)
(169.75529316458886, 64.12061730748027)
(-42.63858357958256, -9.082166577792506)
(-65.15406231841025, -15.323743157876905)
(68.2742214556134, 53.017612566200796)
(29.228164445384067, -27.60827589409628)
(100.88035373431217, 1.4009613870044433)
(-98.50039437213104, 28.17436927339017)
(28.62991744710544, -19.151606818388345)
(34.952944126629234, -6.517493240618023)
(53.547059488424736, 23.175401365754723)
(106.21535763834851, 55.32797633000081)
(-50.51076525961477, -4.799111406907443)
(-9.216541944343021, 16.081891306184332)
(-50.68910614075088, -1.5018285330699683)
(86.49635046066743, 73.36285169133885)
(-47.424843952017056, -15.327189995935555)
(69.85163984516083, 32.209819665852706)
(128.04444262657154, 0.2016253077778174)
(-73.83964153315932, 58.87759313316542)
(-91.48143726719057, 36.826696216658306)
(-57.371403659357284, -14.129934555272499)
(167.78499988855737, 69.15688856254746)
(111.16712376949101, 41.036354592850614)
(118.05598508189246, 58.41892012071136)
(-64.47665155533646, 9.728809471405484)
(12.36753508251735, 32.262390616300394)
(46.36352650088895, 32.44859541427361)
(56.43132651756966, 73.97721592209942)
(121.68357364313897, 59.36012058419931)
(22.727441211014934, -7.313318303107081)
(33.044562768582296, 16.25910063597277)
(-111.50172099863389, 30.635301320909022)
(-46.79852711916476, -22.732246485118196)
(145.9084729895539, -25.832216854271692)
(103.4766314315209, 51.96109808395764)
(84.32598824658618, 45.03729051977214)
(22.03399388518008, -30.24239660049043)
(-129.83738304935633, 54.298295590048525)
(80.3130514421727, 48.77961645001869)
(21.243137745052252, 5.9319097749597205)
(96.74999834912717, 43.914342531419834)
(-22.74373129330428, 64.66329124056094)
(74.84447680348396, 61.76735184053419)
(-36.221338566271925, 83.23261835688879)
(33.57975364198978, 49.43808164519237)
(9.481737177856843, 36.60689137726298)
(-0.9796533986203144, 54.389970542593005)
(45.29465031853047, 61.58102230163445)
(41.22339011105527, 46.810674640745304)
(95.82192638637491, 52.29181825370381)
(102.76184455182067, 67.59405561383369)
(-103.38576808540176, 56.604451535848284)
(108.84650797504105, 36.19973089400507)
(112.4492686991398, 22.718795611687185)
(-112.37588501659911, 39.2154776426583)
(117.71025501869235, 73.18078999332926)
(26.548943005713767, 57.87105683815574)
(-37.44595232675013, 81.02728188987655)
(10.476584000380626, 18.247314673543542)
(122.59711284114746, -33.184732970947)
(61.748491613072304, 41.30369387597483)
(-9.021886731869841, 16.979099582182386)
(-63.17709440201982, 78.82506181441121)
(-103.86276727809143, 32.803967839193135)
(-172.89296442164854, 65.77187849806077)
(-107.97524818042666, 58.98235031819419)
(116.29879629874199, 38.15713679801749)
(29.016670878484234, 67.36515388437368)
(-29.005390576414754, 72.46288337324884)
(42.45057608794647, 0.5018445866643475)
(144.4606815036591, -17.597413695117098)
(0.4456442469479498, 7.316657503321821)
(-105.62658510768935, 61.73307802683473)
(105.3626685600932, 33.2198660442742)
(-28.652592527892494, 75.90352078337207)
(18.024013302404313, 43.222866467000216)
(-78.20637846864098, 70.4609636670144)
(51.47221434152851, 17.830352876784872)
(-40.96111287091841, 73.07825166390208)
(-5.832858651400045, 19.290576334556576)
(120.43688384266295, 64.84758346260631)
(-106.09941994069484, 24.325148999027903)
(-86.340425998941, 74.94508835785882)
(-50.137196850084905, 76.30443034059016)
(171.94785843501307, -42.43978327251196)
(3.657726861049639, 19.730386607125993)
(7.18685419475193, 51.669541163019716)
(-51.35843986681542, 80.89475922261207)
(-107.45288395571717, 50.42239387601708)
(-155.50942081532946, 61.46021002825728)
(55.5263074823653, 67.34777697722919)
(26.123353665697152, 63.753729454261816)
(46.25680103993133, 23.024382161253754)
(57.11960445910364, 35.969567127894535)
(29.039488512649, -4.956095780008539)
(20.25433007527431, -28.355246549602022)
(-49.5295636821285, 73.79269943640068)
(-139.178217391731, 63.17052234847779)
(38.66668830504642, 7.994736159392303)
(115.42683113686564, 51.777204906004926)
(114.43566681065863, -25.365420864600296)
(39.905661523986424, -2.248979307490501)
(97.28261333921023, 58.873742007642335)
(103.82943609039455, 41.25908679983712)
(-81.88068324508738, 40.410063147521925)
(-58.65175086773897, -25.943171789360633)
(40.519021328932695, -12.748572354693195)
(-84.87258182791858, 10.122654050576799)
(-5.060904912543435, 21.539952365620422)
(32.61289754605022, -24.02299079522726)
(30.1392609241571, -16.99357513879322)
(-56.96339057209826, -18.57507130835812)
(35.47507473469474, 52.36582634421438)
(145.69862740575263, -17.243790811115602)
(17.1797455866473, 19.579253115860666)
(139.47740471547957, 70.45638576033039)
(-40.21340877388383, 79.19618091797318)
(21.616246892061554, -5.359867533875629)
(75.91614188478863, 68.29702873208237)
(137.5811254584724, 65.28800084755437)
(-104.63328193715668, 66.9280773370732)
(30.69411909910977, 39.697132809760916)
(19.3763965831904, 18.822458460215273)
(171.119098422737, -43.37806241980795)
(101.13800292945916, 64.06312934686895)
(-105.47064483712296, 55.33348381799274)
(-82.5097227716955, 47.941578567257835)
(-4.097478441129539, 19.424566731957896)
(-78.71781440280162, 46.34218049884913)
(138.3191971051417, -29.13036906540966)
(100.13600127222361, 51.11989068135864)
(-70.5951813752948, -38.79988054913081)
(-126.28271226773722, 51.10908532509532)
(21.077687685791233, -33.14317792815313)
(-70.0910446024056, -38.116763383447164)
(92.90157639487086, 66.08863009459606)
(-97.72355287802328, 25.38892605951139)
(-154.34697414672004, 65.13269599635817)
(-99.82415309278322, 18.421308932460875)
(39.207610121139, 5.068310886643516)
(14.500165964093014, 49.62850484139466)
(-76.88874356479849, -3.2591445587240457)
(-45.44580666118324, 70.77379222242163)
(-68.85599821692405, -18.053194415405116)
(170.17599820074486, 62.525189831366646)
(-17.071863862862955, 64.17853399107145)
(103.58860523400108, 55.22298714645237)
(-105.30992103762019, 60.76226065216167)
(-36.646985905035365, 83.58958557182405)
(73.02342762363978, 38.85210754521941)
(32.551539967063405, 68.01445438444486)
(12.61819513015999, 26.905263994279224)
(53.14998423001441, 17.328685031703074)
(-93.4955741910254, 64.17728402798937)
(-97.34670669680145, 66.26985618782803)
(28.537487943991522, 65.03569210406587)
(99.02329875292696, 56.182681008796294)
(-46.71344522231513, 65.86850707309844)
(-54.17990000138256, -28.80611055008621)
(68.58510746893998, 44.84217579015129)
(-102.48614660758673, 28.313461961111074)
(-84.88648833396026, 36.08731665860128)
(76.62616378675466, 37.087298351080875)
(82.7072153883845, 62.70331723811566)
(7.697938155572729, 8.341800523785153)
(23.097748903853727, 44.45087874759565)
(97.98597593803612, 3.9516079400553963)
(140.82892144961363, -24.643798555236174)
(-55.8500408057717, 2.615041827669714)
(1.0990167240620963, 7.096536108859652)
(101.71185543401162, 24.183604812143287)
(124.76178885315545, -17.762790201134322)
(111.53747041186517, -8.123945040368739)
